,SPID,VisitDate,# Paper,% Paper,# Plastic,% Plastic
68556,15796,2021-02-27 16:52:38,4,1.1,0,0.0
68557,15372,2021-02-27 16:58:08,2,1.0,0,0.0
68558,15788,2021-02-27 17:06:09,3,1.0,0,0.0
68559,16192,2021-02-27 17:12:15,3,1.0,0,0.0
68560,16162,2021-02-27 17:12:53,2,1.0,0,0.0
68561,16190,2021-02-27 17:12:55,0,0.0,2,1.0
68562,15816,2021-02-27 17:16:54,1,1.0,0,0.0
68563,16190,2021-02-27 17:21:37,2,1.1,0,0.0
68564,16131,2021-02-27 17:24:22,2,1.0,0,0.0
68565,15900,2021-02-27 17:31:53,0,0.0,2,1.0
68566,16084,2021-02-27 17:38:15,2,1.0,0,0.0
68567,16903,2021-02-27 17:40:13,2,1.0,0,0.0
68568,15849,2021-02-27 17:41:33,4,1.0,0,0.0
68569,16190,2021-02-27 17:42:19,0,0.0,2,1.0
68570,16170,2021-02-27 17:42:37,4,1.1,0,0.0
68571,16190,2021-02-27 17:43:16,0,0.0,2,1.0
68572,7444,2021-02-27 17:46:27,2,1.0,0,0.0
68573,9959,2021-02-27 17:57:30,2,1.1,0,0.0
68574,16192,2021-02-27 18:01:00,0,0.0,1,1.0
68575,16299,2021-02-27 18:03:13,4,1.0,0,0.0
68576,16158,2021-02-27 18:08:59,2,1.0,0,0.0
68577,16059,2021-02-27 18:18:12,0,0.0,2,1.0
68578,16059,2021-02-27 18:27:52,3,1.0,0,0.0
68579,16351,2021-02-28 06:40:53,1,1.0,0,0.0
68580,16017,2021-02-28 06:54:14,3,1.1,0,0.0
68581,9960,2021-02-28 07:02:16,2,1.0,0,0.0
68582,15801,2021-02-28 07:11:14,3,1.0,0,0.0
68583,16017,2021-02-28 07:15:55,0,0.0,2,1.0
68584,16980,2021-02-28 07:18:28,1,0.55,0,0.0
68585,16135,2021-02-28 07:24:13,0,0.0,1,1.0
68586,16371,2021-02-28 07:27:23,2,1.0,0,0.0
68587,10374,2021-02-28 07:30:07,0,0.0,2,1.0
68588,10374,2021-02-28 07:35:38,3,1.0,0,0.0
68589,10375,2021-02-28 07:45:04,4,1.0,2,0.6
68590,15479,2021-02-28 07:46:30,3,1.0,0,0.0
68591,15377,2021-02-28 07:56:10,2,1.0,1,1.0
68592,12854,2021-02-28 07:58:40,2,1.0,0,0.0
68593,10377,2021-02-28 08:02:55,2,1.0,1,1.0
68594,16462,2021-02-28 08:11:11,2,1.0,1,1.0
68595,15372,2021-02-28 08:31:53,2,1.0,1,1.0
68596,14419,2021-02-28 08:43:10,0,0.0,4,1.0
68597,16352,2021-02-28 08:47:37,2,1.1,0,0.0
68598,14419,2021-02-28 08:49:11,7,1.1,0,0.0
68599,16170,2021-02-28 08:55:53,4,1.0,2,1.0
68600,15977,2021-02-28 09:02:02,0,0.0,2,1.0
68601,9959,2021-02-28 09:09:12,2,1.0,1,1.0
68602,15818,2021-02-28 09:12:17,0,0.0,2,0.9
68603,16158,2021-02-28 09:24:12,2,1.0,2,1.0
68604,15977,2021-02-28 09:24:35,6,1.0,0,0.0
68605,16473,2021-02-28 09:26:34,0,0.0,3,0.8
68606,17228,2021-02-28 09:41:23,2,1.0,0,0.0
68607,16473,2021-02-28 09:42:44,4,1.0,0,0.0
68608,10914,2021-02-28 09:44:32,0,0.0,5,0.92
68609,10914,2021-02-28 09:56:46,5,1.0,0,0.0
68610,16134,2021-02-28 09:58:21,1,1.0,0,0.0
68611,16273,2021-02-28 09:59:34,0,0.0,2,1.0
68612,16070,2021-02-28 10:09:08,0,0.0,2,1.0
68613,16162,2021-02-28 10:10:33,2,1.0,2,1.0
68614,16273,2021-02-28 10:10:59,4,1.0,0,0.0
68615,16070,2021-02-28 10:21:08,2,1.0,0,0.0
68616,10912,2021-02-28 10:26:33,1,1.0,0,0.0
68617,12462,2021-02-28 10:26:46,0,0.0,1,1.0
68618,17182,2021-02-28 10:38:17,2,1.0,1,1.0
68619,12462,2021-02-28 10:40:19,2,1.0,0,0.0
68620,15796,2021-02-28 10:54:19,0,0.0,2,1.0
68621,16131,2021-02-28 10:56:04,2,1.0,1,1.0
68622,15818,2021-02-28 10:59:12,3,1.1,0,0.0
68623,17304,2021-02-28 11:08:49,0,0.0,2,1.0
68624,16059,2021-02-28 11:17:13,3,1.0,2,1.0
68625,15900,2021-02-28 11:20:22,0,0.0,2,0.9
68626,15816,2021-02-28 11:28:10,0,0.0,2,1.0
68627,15796,2021-02-28 11:29:17,4,1.1,0,0.0
68628,16902,2021-02-28 11:31:52,2,1.0,0,0.0
68629,15788,2021-02-28 11:40:06,0,0.0,2,1.0
68630,16903,2021-02-28 11:45:44,2,1.0,0,0.0
68631,15930,2021-02-28 11:49:40,3,1.1,0,0.0
68632,16190,2021-02-28 11:49:41,0,0.0,2,1.0
68633,16192,2021-02-28 12:01:40,3,1.0,0,0.0
68634,17304,2021-02-28 12:03:29,2,1.0,0,0.0
68635,15849,2021-02-28 12:08:33,0,0.0,2,1.0
68636,7444,2021-02-28 12:12:55,2,1.0,0,0.0
68637,16299,2021-02-28 12:22:37,4,1.0,0,0.0
68638,15900,2021-02-28 12:32:38,5,1.0,0,0.0
68639,7444,2021-02-28 12:34:14,0,0.0,2,1.0
68640,16131,2021-02-28 12:40:08,2,1.0,1,1.0
68641,15849,2021-02-28 12:45:54,4,1.0,0,0.0
68642,16190,2021-02-28 12:49:40,2,1.0,0,0.0
68643,16084,2021-02-28 12:50:16,2,1.0,1,1.0
68644,16299,2021-02-28 12:50:27,0,0.0,4,0.9
68645,15788,2021-02-28 12:51:12,3,1.0,0,0.0
68646,15816,2021-02-28 12:56:55,2,1.0,0,0.0
68647,16192,2021-02-28 13:02:26,0,0.0,1,1.0
68648,16903,2021-02-28 13:14:28,0,0.0,1,1.0
68649,16106,2021-02-28 13:23:00,2,1.0,0,0.0
68650,16902,2021-02-28 13:29:45,0,0.0,1,1.0
68651,15880,2021-02-28 13:50:00,0,0.0,1,1.0
68652,15977,2021-02-28 14:17:44,6,1.0,0,0.0
68653,10375,2021-02-28 14:18:51,4,1.0,0,0.0
68654,15930,2021-02-28 14:21:13,0,0.0,2,0.9
68655,15977,2021-02-28 14:31:13,0,0.0,2,0.9
68656,10377,2021-02-28 14:31:30,2,1.0,1,1.0
68657,16473,2021-02-28 14:34:49,4,1.0,0,0.0
68658,16462,2021-02-28 14:36:28,2,1.0,0,0.0
68659,16133,2021-02-28 14:47:00,4,1.0,1,1.0
68660,10914,2021-02-28 14:49:50,5,1.0,0,0.0
68661,16473,2021-02-28 14:53:54,0,0.0,3,0.87
68662,15372,2021-02-28 14:58:31,2,1.0,0,0.0
68663,16273,2021-02-28 15:03:20,4,1.0,0,0.0
68664,15880,2021-02-28 15:08:04,3,1.0,0,0.0
68665,16070,2021-02-28 15:14:00,2,1.0,0,0.0
68666,17182,2021-02-28 15:20:10,2,1.0,0,0.0
68667,10912,2021-02-28 15:20:43,1,1.0,0,0.0
68668,15796,2021-02-28 15:25:21,0,0.0,2,1.0
68669,16254,2021-02-28 15:31:55,2,1.0,0,0.0
68670,16161,2021-02-28 15:35:10,3,1.0,0,0.0
68671,15818,2021-02-28 15:38:21,3,1.0,0,0.0
68672,16162,2021-02-28 15:46:58,2,1.0,0,0.0
68673,16169,2021-02-28 15:54:04,2,1.0,0,0.0
68674,15796,2021-02-28 15:56:16,4,1.0,0,0.0
68675,16190,2021-02-28 15:58:05,0,0.0,2,0.8
68676,16905,2021-02-28 16:02:12,2,1.0,0,0.0
68677,16164,2021-02-28 16:07:20,3,1.1,2,1.0
68678,15930,2021-02-28 16:09:30,3,1.0,0,0.0
68679,16192,2021-02-28 16:13:00,0,0.0,1,0.8
68680,16131,2021-02-28 16:18:05,2,1.0,0,0.0
68681,16059,2021-02-28 16:22:05,0,0.0,2,0.8
68682,15900,2021-02-28 16:24:08,5,1.0,0,0.0
68683,15816,2021-02-28 16:33:10,1,0.5,0,0.0
68684,9935,2021-02-28 16:34:45,3,1.0,1,1.0
68685,15788,2021-02-28 16:42:02,3,0.8,0,0.0
68686,16170,2021-02-28 16:45:59,4,1.0,0,0.0
68687,16190,2021-02-28 16:51:03,2,1.0,0,0.0
68688,9959,2021-02-28 16:57:32,2,1.0,0,0.0
68689,15849,2021-02-28 17:05:15,4,1.0,0,0.0
68690,16163,2021-02-28 17:14:34,2,1.1,0,0.0
68691,17132,2021-02-28 17:17:42,1,1.0,0,0.0
68692,16158,2021-02-28 17:28:19,2,1.0,0,0.0
68693,16903,2021-02-28 17:37:22,2,1.0,0,0.0
68694,16299,2021-02-28 17:38:33,4,1.0,0,0.0
68695,16168,2021-02-28 17:42:29,2,1.0,2,1.0
68696,7444,2021-02-28 17:47:44,2,1.0,0,0.0
68697,16165,2021-02-28 17:50:29,2,1.1,1,1.0
68698,16192,2021-02-28 17:59:55,3,1.0,0,0.0
68699,16059,2021-02-28 18:01:14,3,1.0,0,0.0
68700,16351,2021-02-28 18:05:09,1,1.0,1,1.0
68701,15801,2021-02-28 18:16:35,3,1.0,0,0.0
68702,16084,2021-02-28 18:18:50,2,1.0,0,0.0
68703,16980,2021-02-28 18:26:31,1,0.5,0,0.0
68704,16133,2021-02-28 18:26:34,2,1.0,0,0.0
68705,15479,2021-02-28 18:32:35,3,1.0,0,0.0
68706,15801,2021-02-28 18:38:01,0,0.0,2,1.0
68707,16980,2021-02-28 18:52:03,0,0.0,2,1.0
68708,15479,2021-02-28 19:04:58,0,0.0,2,1.0
68709,16351,2021-03-01 06:13:21,1,1.0,1,1.0
68710,16135,2021-03-01 06:30:15,2,1.1,0,0.0
68711,16171,2021-03-01 06:44:44,2,1.0,1,1.0
68712,9939,2021-03-01 06:52:27,2,1.0,1,1.0
68713,12854,2021-03-01 06:58:35,2,1.0,1,1.0
68714,15801,2021-03-01 07:03:37,3,1.0,0,0.0
68715,16980,2021-03-01 07:16:13,1,1.0,2,1.0
68716,15479,2021-03-01 07:33:58,3,1.0,2,1.0
68717,10375,2021-03-01 07:49:23,4,1.0,2,1.0
68718,15377,2021-03-01 08:02:48,2,1.0,1,1.0
68719,10377,2021-03-01 08:18:45,2,1.0,1,1.0
68720,16462,2021-03-01 08:29:22,2,1.0,0,0.0
68721,16133,2021-03-01 08:36:32,4,1.0,0,0.0
68722,15372,2021-03-01 08:53:34,2,1.0,1,1.0
68723,16084,2021-03-01 09:08:08,2,1.0,1,1.0
68724,16352,2021-03-01 09:24:12,2,1.0,1,1.0
68725,16170,2021-03-01 09:43:14,4,1.0,2,1.0
68726,14419,2021-03-01 09:43:26,7,0.94,4,0.84
68727,15816,2021-03-01 09:54:10,1,1.0,0,0.0
68728,9959,2021-03-01 09:59:42,2,1.0,1,1.0
68729,15788,2021-03-01 10:04:44,3,1.0,0,0.0
68730,15977,2021-03-01 10:07:32,6,1.0,2,1.0
68731,9959,2021-03-01 10:08:26,2,1.0,1,1.0
68732,16190,2021-03-01 10:13:09,2,1.0,0,0.0
68733,16158,2021-03-01 10:15:08,2,1.0,2,1.0
68734,15849,2021-03-01 10:23:33,4,0.8,0,0.0
68735,16131,2021-03-01 10:30:31,2,1.0,1,1.0
68736,17132,2021-03-01 10:33:53,1,0.8,0,0.0
68737,7444,2021-03-01 10:40:40,2,0.8,0,0.0
68738,16162,2021-03-01 10:45:34,2,1.0,2,1.0
68739,15818,2021-03-01 10:51:29,3,1.0,2,1.0
68740,16161,2021-03-01 10:58:57,3,1.0,2,1.0
68741,16299,2021-03-01 11:00:14,4,0.8,0,0.0
68742,16473,2021-03-01 11:03:41,4,1.0,3,0.8
68743,16059,2021-03-01 11:08:55,3,1.0,0,0.0
68744,16902,2021-03-01 11:17:18,2,0.8,0,0.0
68745,16903,2021-03-01 11:28:46,2,0.8,0,0.0
68746,16905,2021-03-01 11:35:11,2,1.0,1,1.0
68747,10914,2021-03-01 11:41:13,5,1.0,5,0.8
68748,16164,2021-03-01 11:45:52,3,1.0,2,1.0
68749,16192,2021-03-01 11:58:14,3,1.0,0,0.0
68750,16906,2021-03-01 11:58:25,2,1.0,0,0.0
68751,16273,2021-03-01 12:06:29,4,1.0,2,1.0
68752,15880,2021-03-01 12:12:55,3,1.0,0,0.0
68753,15900,2021-03-01 12:12:59,5,0.6,0,0.0
68754,16070,2021-03-01 12:16:51,2,1.0,2,0.8
68755,17182,2021-03-01 12:22:27,2,1.0,1,1.0
68756,10912,2021-03-01 12:32:45,1,1.0,1,0.8
68757,12462,2021-03-01 12:41:22,2,1.0,1,1.0
68758,15796,2021-03-01 12:58:11,4,1.0,2,1.0
68759,15930,2021-03-01 13:29:22,3,1.0,2,1.0
68760,17304,2021-03-01 13:46:30,2,1.0,2,0.8
68761,16168,2021-03-01 13:58:21,2,1.0,2,1.0
68762,15900,2021-03-01 14:06:09,0,0.0,2,1.0
68763,16165,2021-03-01 14:06:38,2,1.0,1,1.0
68764,15816,2021-03-01 14:19:49,0,0.0,2,1.0
68765,16351,2021-03-01 14:25:48,1,1.0,0,0.0
68766,15788,2021-03-01 14:29:45,0,0.0,2,1.0
68767,16190,2021-03-01 14:40:09,2,1.0,2,0.9
68768,16106,2021-03-01 14:42:09,2,1.0,0,0.0
68769,17228,2021-03-01 14:53:52,2,1.0,1,1.0
68770,15849,2021-03-01 14:56:44,4,0.9,2,0.9
68771,16136,2021-03-01 15:02:39,1,1.0,1,1.0
68772,9935,2021-03-01 15:16:22,3,1.0,1,1.0
68773,7444,2021-03-01 15:16:40,2,1.0,2,0.9
68774,16254,2021-03-01 15:37:19,2,1.0,2,1.0
68775,16162,2021-03-01 15:52:13,2,1.0,0,0.0
68776,16163,2021-03-01 16:06:58,2,1.0,1,1.0
68777,16105,2021-03-01 16:15:01,2,1.0,2,1.0
68778,16158,2021-03-01 16:27:09,2,1.0,0,0.0
68779,10377,2021-03-01 16:45:06,2,1.0,1,1.0
68780,16059,2021-03-01 16:49:21,3,1.0,2,1.0
68781,16902,2021-03-01 17:09:07,0,0.0,1,1.0
68782,16903,2021-03-01 17:22:28,2,1.0,1,1.0
68783,16192,2021-03-01 17:43:56,3,1.0,1,0.8
68784,16299,2021-03-01 18:00:20,4,1.0,4,0.9
68785,14419,2021-03-01 18:20:32,0,0.0,4,0.8
68786,15977,2021-03-01 18:37:40,6,0.93,2,0.9
68787,15818,2021-03-01 19:00:01,3,1.0,2,0.8
68788,16473,2021-03-01 19:19:36,4,1.0,0,0.0
68789,10914,2021-03-01 19:28:51,5,0.84,0,0.0
68790,16070,2021-03-01 19:50:43,2,1.0,0,0.0
68791,15796,2021-03-01 20:02:09,4,0.9,0,0.0
68792,15796,2021-03-01 20:02:30,0,0.0,2,0.8
68793,15930,2021-03-01 20:18:35,3,0.8,0,0.0
68794,14419,2021-03-02 08:39:25,7,0.8,4,0.8
68795,15977,2021-03-02 08:56:54,6,0.8,2,0.8
68796,15818,2021-03-02 09:01:50,3,0.8,2,0.8
68797,16165,2021-03-02 09:14:22,2,1.0,0,0.0
68798,16473,2021-03-02 09:19:17,4,0.8,3,0.8
68799,16351,2021-03-02 09:22:44,1,1.0,1,0.8
68800,16017,2021-03-02 09:39:01,3,1.0,2,1.0
68801,10914,2021-03-02 09:42:10,5,0.8,0,0.0
68802,16135,2021-03-02 09:46:06,0,0.0,1,0.8
68803,16273,2021-03-02 09:49:31,4,0.8,0,0.0
68804,9960,2021-03-02 09:54:26,2,1.0,1,1.0
68805,16160,2021-03-02 10:05:02,2,1.0,1,1.0
68806,15801,2021-03-02 10:22:15,3,1.0,2,1.0
68807,16980,2021-03-02 10:34:54,1,0.5,2,1.0
68808,16158,2021-03-02 10:49:38,2,1.0,2,1.0
68809,16371,2021-03-02 11:04:17,2,1.0,1,1.0
68810,10374,2021-03-02 11:23:51,3,1.0,2,1.0
68811,15479,2021-03-02 11:43:12,3,1.1,2,1.0
68812,10375,2021-03-02 11:55:12,4,1.0,0,0.0
68813,10377,2021-03-02 12:09:18,2,1.0,1,1.0
68814,16462,2021-03-02 12:21:44,2,1.0,1,1.0
68815,16133,2021-03-02 12:40:20,4,1.0,2,1.0
68816,16352,2021-03-02 12:46:53,0,0.0,1,1.0
68817,16084,2021-03-02 12:55:39,2,1.0,1,1.0
68818,16070,2021-03-02 13:02:19,2,0.8,0,0.0
68819,16170,2021-03-02 13:09:30,4,1.0,0,0.0
68820,10912,2021-03-02 13:14:13,1,1.0,0,0.0
68821,9959,2021-03-02 13:17:05,2,1.0,0,0.0
68822,12462,2021-03-02 13:28:13,2,0.8,0,0.0
68823,15796,2021-03-02 13:46:34,4,0.8,0,0.0
68824,16106,2021-03-02 13:49:36,2,1.0,0,0.0
68825,15930,2021-03-02 14:10:15,3,0.8,0,0.0
68826,15372,2021-03-02 14:11:39,2,1.0,0,0.0
68827,17304,2021-03-02 14:28:43,2,0.8,0,0.0
68828,15900,2021-03-02 14:47:12,5,0.8,0,0.0
68829,15816,2021-03-02 14:58:23,2,0.8,0,0.0
68830,15788,2021-03-02 15:16:12,3,1.0,0,0.0
68831,16106,2021-03-02 15:25:15,0,0.0,2,0.8
68832,16190,2021-03-02 15:30:00,2,1.0,0,0.0
68833,16162,2021-03-02 15:32:04,2,1.0,0,0.0
68834,16131,2021-03-02 15:44:26,2,1.0,0,0.0
68835,15849,2021-03-02 15:53:38,4,1.0,0,0.0
68836,16134,2021-03-02 15:54:24,1,1.0,1,1.0
68837,16169,2021-03-02 16:08:09,2,1.0,0,0.0
68838,7444,2021-03-02 16:09:21,2,1.0,0,0.0
68839,17182,2021-03-02 16:15:58,0,0.0,1,1.0
68840,15880,2021-03-02 16:24:32,3,1.0,1,1.0
68841,16299,2021-03-02 16:26:39,4,0.8,0,0.0
68842,9959,2021-03-02 16:31:20,2,1.0,0,0.0
68843,16351,2021-03-02 16:40:47,1,1.0,0,0.0
68844,16059,2021-03-02 16:44:04,3,1.0,0,0.0
68845,16059,2021-03-02 16:51:33,0,0.0,2,1.0
68846,16903,2021-03-02 17:04:27,2,1.0,1,1.0
68847,15818,2021-03-02 17:18:28,3,0.8,0,0.0
68848,16192,2021-03-02 17:22:26,3,1.0,1,1.0
68849,16299,2021-03-02 17:30:05,0,0.0,4,0.8
68850,16473,2021-03-02 17:39:22,4,0.8,0,0.0
68851,17132,2021-03-02 17:42:20,1,1.0,1,1.0
68852,15849,2021-03-02 17:50:41,0,0.0,2,1.0
68853,16070,2021-03-02 17:56:05,2,0.8,0,0.0
68854,16190,2021-03-02 18:03:25,0,0.0,2,1.0
68855,15900,2021-03-02 18:16:03,0,0.0,2,0.8
68856,15796,2021-03-02 18:24:55,4,0.8,0,0.0
68857,15796,2021-03-02 18:27:55,0,0.0,2,1.0
68858,16070,2021-03-02 18:35:47,0,0.0,2,1.0
68859,16190,2021-03-02 18:38:12,2,0.8,0,0.0
68860,17304,2021-03-02 18:48:54,0,0.0,2,0.8
68861,12854,2021-03-03 06:56:02,2,1.0,0,0.0
68862,15801,2021-03-03 07:09:56,3,1.0,0,0.0
68863,16980,2021-03-03 07:16:38,1,0.55,2,0.8
68864,16158,2021-03-03 07:32:05,2,1.1,2,1.0
68865,15479,2021-03-03 07:45:34,3,1.0,0,0.0
68866,10375,2021-03-03 08:04:55,4,1.0,2,1.0
68867,15377,2021-03-03 08:18:59,2,1.1,1,1.1
68868,14419,2021-03-03 08:26:27,7,0.8,4,0.8
68869,16059,2021-03-03 08:38:17,3,0.8,2,0.8
68870,16903,2021-03-03 08:49:49,2,0.8,1,0.8
68871,15977,2021-03-03 08:50:46,6,1.0,2,1.0
68872,16192,2021-03-03 09:02:57,3,0.8,1,0.8
68873,15818,2021-03-03 09:05:23,3,0.8,2,0.8
68874,7444,2021-03-03 09:13:39,2,0.8,2,0.8
68875,16473,2021-03-03 09:22:55,4,0.8,3,0.8
68876,16299,2021-03-03 09:24:17,4,0.8,4,0.8
68877,16351,2021-03-03 09:38:43,1,1.0,1,1.0
68878,10914,2021-03-03 09:43:07,5,0.8,5,0.6
68879,16165,2021-03-03 09:50:17,2,1.0,1,1.0
68880,16273,2021-03-03 09:59:15,4,1.0,2,1.0
68881,16168,2021-03-03 10:07:58,2,1.0,2,1.0
68882,16070,2021-03-03 10:24:32,2,1.0,2,1.0
68883,10912,2021-03-03 10:33:16,1,0.8,1,0.8
68884,12462,2021-03-03 10:48:39,2,1.0,1,1.0
68885,15796,2021-03-03 11:09:11,4,1.0,2,1.0
68888,15930,2021-03-03 11:28:59,3,0.8,2,0.8
68891,16163,2021-03-03 11:36:38,2,1.0,1,1.0
68893,17304,2021-03-03 11:43:24,2,0.6,2,0.6
68894,9959,2021-03-03 11:45:06,2,1.0,0,0.0
68896,15900,2021-03-03 11:57:48,5,0.8,2,0.8
68898,16170,2021-03-03 11:59:57,4,1.0,2,1.0
68901,15816,2021-03-03 12:14:15,1,0.8,2,0.8
68902,10377,2021-03-03 12:14:29,2,1.1,1,1.1
68903,16462,2021-03-03 12:21:22,2,1.0,0,0.0
68905,16133,2021-03-03 12:30:30,4,1.0,2,1.0
68906,15788,2021-03-03 12:33:39,3,0.8,2,0.8
68908,16190,2021-03-03 12:38:46,2,1.0,2,0.8
68910,16352,2021-03-03 12:45:38,2,1.1,1,1.0
68913,16084,2021-03-03 12:54:32,2,1.0,1,1.0
68914,15849,2021-03-03 12:57:18,4,0.8,2,0.8
68915,16162,2021-03-03 13:06:56,2,1.0,2,1.0
68918,17132,2021-03-03 13:21:06,1,0.6,1,0.6
68919,16106,2021-03-03 13:32:46,2,1.0,0,0.0
68921,7444,2021-03-03 13:35:24,2,0.6,0,0.0
68924,9935,2021-03-03 13:45:27,3,1.0,1,1.0
68925,16299,2021-03-03 13:48:52,4,0.6,0,0.0
68929,15372,2021-03-03 13:59:12,2,1.0,1,1.0
68931,17182,2021-03-03 14:08:02,2,1.0,0,0.0
68932,15818,2021-03-03 14:08:58,3,0.6,0,0.0
68935,16254,2021-03-03 14:14:59,2,1.0,0,0.0
68937,16473,2021-03-03 14:23:55,4,0.6,0,0.0
68938,16192,2021-03-03 14:24:24,3,0.8,0,0.0
68940,16161,2021-03-03 14:27:30,3,1.0,2,0.8
68941,16903,2021-03-03 14:32:05,2,0.8,0,0.0
68942,10914,2021-03-03 14:32:25,5,0.52,0,0.0
68943,16903,2021-03-03 14:41:26,2,0.6,0,0.0
68944,16070,2021-03-03 14:41:50,2,1.0,0,0.0
68947,15796,2021-03-03 14:52:42,4,0.6,0,0.0
68948,16905,2021-03-03 14:55:29,2,1.1,1,1.0
68949,16902,2021-03-03 14:55:51,2,0.8,1,0.8
68951,16059,2021-03-03 15:09:29,3,0.6,0,0.0
68953,16164,2021-03-03 15:14:58,3,1.1,2,1.0
68955,16131,2021-03-03 15:27:31,2,1.0,1,1.0
68957,16190,2021-03-03 15:42:11,2,0.8,0,0.0
68958,17228,2021-03-03 15:43:59,2,1.0,1,1.0
68960,15796,2021-03-03 15:48:26,0,0.0,2,0.6
68962,10377,2021-03-03 16:00:27,2,0.8,0,0.0
68963,16351,2021-03-03 16:05:42,1,0.8,0,0.0
68964,9959,2021-03-03 16:12:23,2,0.8,0,0.0
68966,16162,2021-03-03 16:22:51,2,0.8,0,0.0
68967,16351,2021-03-04 06:48:02,1,1.0,1,1.0
68968,16135,2021-03-04 07:00:42,2,1.0,1,1.0
68969,14419,2021-03-04 07:03:25,7,0.8,4,0.8
68970,12854,2021-03-04 07:10:02,2,0.8,1,0.8
68971,15801,2021-03-04 07:24:14,3,1.0,2,1.0
68972,15977,2021-03-04 07:29:50,6,1.0,4,0.6
68973,16980,2021-03-04 07:36:31,1,0.55,2,0.8
68974,15818,2021-03-04 07:44:57,3,1.0,2,0.8
68975,16158,2021-03-04 07:48:40,2,1.0,2,0.8
68976,16371,2021-03-04 08:04:05,2,1.0,1,0.8
68977,16473,2021-03-04 08:06:06,4,1.0,3,0.6
68978,15479,2021-03-04 08:17:27,3,1.0,0,0.0
68979,10914,2021-03-04 08:23:13,5,1.0,0,0.0
68980,10375,2021-03-04 08:31:50,4,1.0,0,0.0
68981,10375,2021-03-04 08:33:08,4,1.0,0,0.0
68982,16273,2021-03-04 08:35:36,4,0.8,0,0.0
68983,10377,2021-03-04 08:47:58,2,1.1,1,1.0
68984,16070,2021-03-04 08:48:15,2,0.8,2,0.8
68985,16462,2021-03-04 08:53:30,2,1.0,0,0.0
68986,10912,2021-03-04 08:53:44,1,0.8,0,0.0
68987,12462,2021-03-04 09:04:12,2,0.8,0,0.0
68988,16133,2021-03-04 09:05:06,4,1.0,2,1.0
68989,16352,2021-03-04 09:08:38,0,0.0,1,0.8
68990,15796,2021-03-04 09:10:02,4,1.0,2,0.8
68991,16084,2021-03-04 09:16:11,2,1.0,1,1.0
68992,16170,2021-03-04 09:26:57,4,1.0,0,0.0
68993,15930,2021-03-04 09:42:43,3,1.0,0,0.0
68995,17304,2021-03-04 09:53:08,2,0.6,0,0.0
68996,9959,2021-03-04 09:55:04,3,1.0,1,1.0
68998,16106,2021-03-04 10:04:07,2,1.0,0,0.0
68999,15900,2021-03-04 10:07:07,5,0.8,0,0.0
69000,15372,2021-03-04 10:15:33,2,1.0,0,0.0
69002,15816,2021-03-04 10:19:20,1,0.8,2,0.8
69003,15788,2021-03-04 10:24:34,3,0.8,0,0.0
69005,15880,2021-03-04 10:27:40,3,1.0,1,1.0
69006,17182,2021-03-04 10:32:59,0,0.0,1,1.0
69007,16190,2021-03-04 10:33:41,2,1.0,2,0.8
69009,16169,2021-03-04 10:43:44,0,0.0,2,1.0
69010,16192,2021-03-04 10:46:16,0,0.0,1,0.6
69012,16162,2021-03-04 10:52:59,2,1.0,0,0.0
69014,16906,2021-03-04 11:02:49,2,1.0,1,1.0
69016,15849,2021-03-04 11:06:35,4,0.8,2,0.8
69017,16131,2021-03-04 11:11:54,2,1.0,0,0.0
69019,17132,2021-03-04 11:17:07,1,0.8,0,0.0
69020,16134,2021-03-04 11:20:01,1,1.0,1,1.0
69021,7444,2021-03-04 11:27:23,2,0.8,0,0.0
69022,16136,2021-03-04 11:29:38,1,1.0,0,0.0
69023,16299,2021-03-04 11:48:15,4,0.8,4,0.6
69024,16165,2021-03-04 12:14:05,2,1.0,0,0.0
69025,16351,2021-03-04 12:22:20,1,1.0,0,0.0
69026,16059,2021-03-04 12:32:05,3,1.0,2,1.0
69027,16903,2021-03-04 13:49:17,2,1.0,1,1.0
69028,16192,2021-03-04 14:05:59,3,1.0,1,1.0
69029,15818,2021-03-04 14:11:57,3,0.6,0,0.0
69030,16190,2021-03-04 14:15:30,2,1.0,0,0.0
69031,16190,2021-03-04 14:16:57,2,1.0,0,0.0
69032,9959,2021-03-04 14:23:56,3,0.8,0,0.0
69033,16473,2021-03-04 14:29:39,4,0.6,0,0.0
69034,15796,2021-03-04 14:50:34,4,0.8,0,0.0
69035,16070,2021-03-04 15:06:10,2,0.6,0,0.0
69036,16351,2021-03-05 06:32:38,1,1.0,1,1.0
69037,16017,2021-03-05 06:46:52,3,1.0,2,1.0
69038,9960,2021-03-05 07:00:27,2,1.0,0,0.0
69039,14419,2021-03-05 07:00:52,7,1.0,4,0.95
69040,16171,2021-03-05 07:07:19,2,1.0,1,1.0
69041,9939,2021-03-05 07:16:41,2,1.0,1,1.0
69042,12854,2021-03-05 07:20:24,2,1.0,0,0.0
69043,15977,2021-03-05 07:29:08,6,1.0,4,0.9
69044,15801,2021-03-05 07:30:16,3,1.0,0,0.0
69045,16980,2021-03-05 07:33:28,1,1.1,2,1.0
69046,10374,2021-03-05 07:50:00,3,1.0,2,1.0
69047,15818,2021-03-05 07:50:10,3,1.0,2,0.9
69048,15479,2021-03-05 08:06:03,3,1.0,2,1.0
69049,16473,2021-03-05 08:15:56,4,1.0,3,0.93
69050,10375,2021-03-05 08:27:22,4,1.0,2,1.0
